Gender|Customer Type|Age|Type of Travel|Class|Flight Distance|Food and drink|On-board service|Leg room service|Departure Delay in Minutes|satisfaction|Customer ID|isPilot
Male|disloyal Customer|26.0|Business travel|Business|349|5|1|1|33|neutral or dissatisfied|96914|False
Female|Loyal Customer|20.0|Business travel|Business|2191|1|4|5|102|neutral or dissatisfied|96915|False
Female|Loyal Customer|32.0|Personal Travel|Eco|825|4|3|4|0|neutral or dissatisfied|96916|False
Male|Loyal Customer|43.0|Business travel|Business|2900|3|2|2|8|satisfied|96917|False
Male|disloyal Customer|37.0|Business travel|Business|347|5|4|2|0|neutral or dissatisfied|96918|False
Female|Loyal Customer|42.0|Personal Travel|Eco|1205|5|5|3|106|neutral or dissatisfied|96919|False
Male|Loyal Customer|26.0|Business travel|Eco|645|5|2|5|101|satisfied|96920|False
Male|Loyal Customer|46.0|Business travel|Business|3933|5|4|4|4|satisfied|96921|False
Female|Loyal Customer|33.0|Business travel|Business|937|5|3|3|0|satisfied|96922|False
Female|Loyal Customer|76.0|Business travel|Business|3758|2|1|1|10|neutral or dissatisfied|96923|False
Female|Loyal Customer|52.0|Personal Travel|Eco|2475|5|2|4|0|satisfied|96924|False
Female|Loyal Customer|25.0|Personal Travel|Eco Plus|936|3|4|5|90|neutral or dissatisfied|96925|False
Female|Loyal Customer|67.0|Business travel|Business|2311|2|5|5|14|satisfied|96926|False
Female|Loyal Customer|23.0|Personal Travel|Business|436|4|3|2|0|neutral or dissatisfied|96927|False
Male|Loyal Customer|40.0|Business travel|Business|395|4|5|5|53|satisfied|96928|False
Female|disloyal Customer|7.0|Business travel|Eco Plus|606|1|1|2|22|neutral or dissatisfied|96929|False
Female|Loyal Customer|44.0|Business travel|Eco Plus|250|3|3|3|16|satisfied|96930|False
Male|Loyal Customer|17.0|Personal Travel|Eco|585|2|4|3|0|neutral or dissatisfied|96931|False
Male|Loyal Customer|45.0|Business travel|Business|283|3|5|5|0|satisfied|96932|False
Female|disloyal Customer|38.0|Business travel|Business|1422|5|4|5|0|satisfied|96933|False
Female|Loyal Customer|10.0|Personal Travel|Eco|512|4|3|2|0|neutral or dissatisfied|96934|False
Female|disloyal Customer|24.0|Business travel|Business|731|1|4|3|14|satisfied|96935|False
Male|Loyal Customer|22.0|Business travel|Business|2274|3|3|5|0|neutral or dissatisfied|96936|False
Male|Loyal Customer|36.0|Business travel|Business|2159|2|5|5|0|satisfied|96937|False
Female|Loyal Customer|59.0|Business travel|Business|3025|3|3|3|2|neutral or dissatisfied|96938|False
Female|Loyal Customer|60.0|Business travel|Business|1068|5|4|4|0|satisfied|96939|False
Male|Loyal Customer|53.0|Business travel|Business|2194|5|5|4|0|satisfied|96940|False
Female|Loyal Customer|48.0|Personal Travel|Eco|403|4|4|5|32|neutral or dissatisfied|96941|False
Female|Loyal Customer|58.0|Business travel|Business|2931|4|5|5|31|satisfied|96942|False
Female|Loyal Customer|20.0|Personal Travel|Eco|591|4|3|3|11|neutral or dissatisfied|96943|False
Female|Loyal Customer|50.0|Business travel|Eco|342|1|1|1|0|neutral or dissatisfied|96944|False
Female|Loyal Customer|56.0|Personal Travel|Eco|928|5|5|3|9|neutral or dissatisfied|96945|False
Male|Loyal Customer|43.0|Personal Travel|Eco|2402|2|3|5|83|neutral or dissatisfied|96946|False
Female|disloyal Customer|26.0|Business travel|Eco Plus|416|2|2|3|97|neutral or dissatisfied|96947|False
Female|Loyal Customer|30.0|Personal Travel|Eco|507|4|4|3|0|neutral or dissatisfied|96948|False
Male|Loyal Customer|35.0|Personal Travel|Eco|992|3|4|4|2|neutral or dissatisfied|96949|False
Male|Loyal Customer|39.0|Business travel|Business|425|5|3|3|0|satisfied|96950|False
Male|Loyal Customer|49.0|Personal Travel|Business|440|2|1|1|7|neutral or dissatisfied|96951|False
Male|Loyal Customer|46.0|Business travel|Business|3714|3|4|4|0|satisfied|96952|False
Male|Loyal Customer|35.0|Business travel|Business|1438|2|4|4|0|satisfied|96953|False
Female|disloyal Customer|29.0|Business travel|Eco|1107|5|3|5|27|neutral or dissatisfied|96954|False
Female|Loyal Customer|46.0|Business travel|Business|1516|2|4|4|0|satisfied|96955|False
Male|Loyal Customer|31.0|Business travel|Business|3151|3|2|2|47|neutral or dissatisfied|96956|False
Female|Loyal Customer|40.0|Business travel|Business|1379|3|3|3|0|neutral or dissatisfied|96957|False
Male|disloyal Customer|11.0|Business travel|Business|985|5|3|4|18|satisfied|96958|False
Male|Loyal Customer|55.0|Business travel|Business|2651|5|2|2|0|satisfied|96959|False
Male|Loyal Customer|49.0|Business travel|Business|2953|5|2|2|1|satisfied|96960|False
Male|Loyal Customer|19.0|Business travel|Eco Plus|787|5|2|2|2|satisfied|96961|False
Male|Loyal Customer|48.0|Business travel|Business|2072|5|4|4|4|satisfied|96962|False
Female|Loyal Customer|37.0|Business travel|Business|3777|3|5|4|0|satisfied|96963|False
Female|Loyal Customer|57.0|Business travel|Business|1792|3|5|5|0|satisfied|96964|False
Female|Loyal Customer|63.0|Personal Travel|Eco|1197|2|5|4|198|neutral or dissatisfied|96965|False
Male|Loyal Customer|39.0|Business travel|Business|1440|3|3|3|3|satisfied|96966|False
Female|Loyal Customer|55.0|Business travel|Business|2551|3|4|4|0|satisfied|96967|False
Female|Loyal Customer|44.0|Business travel|Business|2152|5|5|5|0|satisfied|96968|False
Female|disloyal Customer|31.0|Business travel|Business|1670|2|3|3|3|neutral or dissatisfied|96969|False
Male|Loyal Customer|39.0|Business travel|Business|2714|4|4|4|0|satisfied|96970|False
Female|disloyal Customer|22.0|Business travel|Eco|1200|3|3|4|0|neutral or dissatisfied|96971|False
Female|Loyal Customer|26.0|Personal Travel|Eco|1464|4|4|2|14|neutral or dissatisfied|96972|False
Female|Loyal Customer|61.0|Business travel|Business|2193|3|3|3|0|neutral or dissatisfied|96973|False
Male|Loyal Customer|58.0|Business travel|Business|1566|2|2|2|14|neutral or dissatisfied|96974|False
Female|Loyal Customer|40.0|Personal Travel|Eco|551|5|1|5|0|satisfied|96975|False
Female|Loyal Customer|14.0|Personal Travel|Eco|746|2|3|2|2|satisfied|96976|False
Female|Loyal Customer|9.0|Personal Travel|Eco|2588|3|4|2|5|neutral or dissatisfied|96977|False
Male|Loyal Customer|64.0|Personal Travel|Eco|587|2|4|2|0|satisfied|96978|False
Male|Loyal Customer|28.0|Personal Travel|Eco|773|5|2|1|0|neutral or dissatisfied|96979|False
Female|disloyal Customer|17.0|Business travel|Eco|134|5|3|3|0|neutral or dissatisfied|96980|False
Male|disloyal Customer|21.0|Business travel|Eco|250|3|2|1|0|neutral or dissatisfied|96981|False
Male|Loyal Customer|48.0|Business travel|Business|3286|5|5|5|31|satisfied|96982|False
Male|Loyal Customer|51.0|Business travel|Business|2704|5|5|5|94|satisfied|96983|False
Female|Loyal Customer|45.0|Business travel|Eco|846|1|3|3|0|neutral or dissatisfied|96984|False
Female|Loyal Customer|62.0|Business travel|Business|345|4|5|5|0|satisfied|96985|False
Male|Loyal Customer|23.0|Business travel|Eco|1024|4|2|3|4|neutral or dissatisfied|96986|False
Female|Loyal Customer|44.0|Business travel|Business|2858|2|2|2|2|satisfied|96987|False
Female|Loyal Customer|44.0|Personal Travel|Eco|651|2|4|3|0|neutral or dissatisfied|96988|False
Female|Loyal Customer|48.0|Business travel|Business|3075|4|5|5|57|satisfied|96989|False
Female|Loyal Customer|28.0|Business travel|Business|3044|3|4|4|6|satisfied|96990|False
Female|Loyal Customer|54.0|Business travel|Business|1204|2|5|5|0|satisfied|96991|False
Female|Loyal Customer|43.0|Business travel|Business|1390|4|5|5|0|satisfied|96992|False
Female|disloyal Customer|20.0|Business travel|Eco|562|4|3|1|0|neutral or dissatisfied|96993|False
Male|Loyal Customer|32.0|Business travel|Business|3157|4|5|2|0|satisfied|96994|False
Male|Loyal Customer|59.0|Business travel|Business|666|5|4|4|0|satisfied|96995|False
Female|Loyal Customer|27.0|Business travel|Eco|1107|2|4|4|0|neutral or dissatisfied|96996|False
Female|Loyal Customer|26.0|Personal Travel|Eco|584|4|1|2|0|neutral or dissatisfied|96997|False
Female|Loyal Customer|51.0|Personal Travel|Eco Plus|200|4|2|4|36|neutral or dissatisfied|96998|False
Female|Loyal Customer|78.0|Business travel|Business|3235|5|4|4|0|satisfied|96999|False
Male|Loyal Customer|52.0|Business travel|Business|223|5|3|4|77|satisfied|97000|False
Female|disloyal Customer|34.0|Business travel|Business|373|5|3|5|0|neutral or dissatisfied|97001|False
Male|Loyal Customer|56.0|Personal Travel|Eco|599|1|3|4|0|neutral or dissatisfied|97002|False
Female|Loyal Customer|35.0|Business travel|Business|805|3|2|2|0|neutral or dissatisfied|97003|False
Female|Loyal Customer|56.0|Personal Travel|Eco|715|2|1|3|0|neutral or dissatisfied|97004|False
Male|Loyal Customer|41.0|Business travel|Business|2533|4|1|2|0|neutral or dissatisfied|97005|False
Female|Loyal Customer|46.0|Business travel|Business|1786|1|5|5|0|satisfied|97006|False
Male|Loyal Customer|69.0|Personal Travel|Eco|391|3|5|2|6|neutral or dissatisfied|97007|False
Female|Loyal Customer|46.0|Personal Travel|Eco|308|5|1|1|9|neutral or dissatisfied|97008|False
Male|Loyal Customer|57.0|Business travel|Eco|313|4|3|2|0|neutral or dissatisfied|97009|False
Male|Loyal Customer|50.0|Business travel|Business|160|2|5|5|65|satisfied|97010|False
Female|disloyal Customer|54.0|Business travel|Eco|944|3|1|1|5|neutral or dissatisfied|97011|False
Female|disloyal Customer|20.0|Business travel|Eco|201|3|2|1|0|satisfied|97012|False
Male|Loyal Customer|50.0|Business travel|Business|109|4|4|4|0|satisfied|97013|False
Male|Loyal Customer|48.0|Business travel|Business|2018|5|4|4|27|satisfied|97014|False
Male|Loyal Customer|56.0|Business travel|Business|3759|5|5|5|0|satisfied|97015|False
Female|Loyal Customer|48.0|Business travel|Eco|149|4|4|4|0|satisfied|97016|False
Female|Loyal Customer|45.0|Business travel|Eco|231|5|3|2|0|satisfied|97017|False
Male|Loyal Customer|55.0|Business travel|Business|2288|5|5|5|9|satisfied|97018|False
Female|Loyal Customer|48.0|Business travel|Eco|109|5|5|5|0|satisfied|97019|False
Female|Loyal Customer|46.0|Business travel|Eco Plus|329|3|2|3|293|neutral or dissatisfied|97020|False
Male|Loyal Customer|45.0|Personal Travel|Eco|472|2|4|3|14|neutral or dissatisfied|97021|False
Female|Loyal Customer|48.0|Business travel|Business|270|4|5|5|0|satisfied|97022|False
Female|Loyal Customer|45.0|Personal Travel|Eco|1428|3|5|4|193|neutral or dissatisfied|97023|False
Female|Loyal Customer|47.0|Business travel|Business|862|4|5|5|0|satisfied|97024|False
Female|disloyal Customer|50.0|Business travel|Business|447|4|2|5|279|satisfied|97025|False
Male|Loyal Customer|45.0|Personal Travel|Eco|672|3|5|5|2|neutral or dissatisfied|97026|False
Male|Loyal Customer|26.0|Personal Travel|Eco|319|3|3|4|0|satisfied|97027|False
Male|Loyal Customer|54.0|Business travel|Eco Plus|80|3|2|5|0|neutral or dissatisfied|97028|False
Female|disloyal Customer|43.0|Business travel|Business|182|4|5|3|0|neutral or dissatisfied|97029|False
Male|Loyal Customer|45.0|Business travel|Eco|163|1|2|4|24|neutral or dissatisfied|97030|False
Female|Loyal Customer|39.0|Business travel|Business|1960|5|5|5|43|satisfied|97031|False
Female|Loyal Customer|47.0|Business travel|Business|3282|2|5|5|12|satisfied|97032|False
Female|Loyal Customer|57.0|Personal Travel|Eco|412|3|2|2|7|neutral or dissatisfied|97033|False
Male|Loyal Customer|70.0|Business travel|Business|599|4|2|2|0|neutral or dissatisfied|97034|False
Male|Loyal Customer|56.0|Business travel|Eco|528|5|2|5|0|satisfied|97035|False
Male|Loyal Customer|53.0|Business travel|Business|1514|4|4|4|17|satisfied|97036|False
Female|Loyal Customer|41.0|Personal Travel|Eco Plus|545|4|1|5|0|satisfied|97037|False
Male|Loyal Customer|28.0|Business travel|Business|3410|1|4|2|0|neutral or dissatisfied|97038|False
Male|Loyal Customer|38.0|Business travel|Eco Plus|739|5|3|5|13|satisfied|97039|False
Female|Loyal Customer|46.0|Business travel|Business|2381|3|4|4|51|satisfied|97040|False
Female|Loyal Customer|31.0|Business travel|Business|1597|2|1|2|185|neutral or dissatisfied|97041|False
Female|disloyal Customer|24.0|Business travel|Business|650|4|1|3|6|neutral or dissatisfied|97042|False
Male|disloyal Customer|27.0|Business travel|Eco Plus|109|2|2|4|0|neutral or dissatisfied|97043|False
Male|Loyal Customer|24.0|Personal Travel|Eco|391|4|5|1|0|neutral or dissatisfied|97044|False
Female|Loyal Customer|40.0|Business travel|Business|1642|2|4|4|0|satisfied|97045|False
Female|Loyal Customer|32.0|Personal Travel|Eco|184|5|3|2|5|neutral or dissatisfied|97046|False
Female|Loyal Customer|39.0|Business travel|Eco|954|1|4|4|3|neutral or dissatisfied|97047|False
Male|Loyal Customer|69.0|Personal Travel|Eco|116|2|4|1|46|neutral or dissatisfied|97048|False
Female|Loyal Customer|54.0|Business travel|Business|3420|2|4|4|0|satisfied|97049|False
Male|Loyal Customer|44.0|Business travel|Business|594|4|4|4|0|satisfied|97050|False
Female|Loyal Customer|35.0|Business travel|Business|2586|3|4|4|0|satisfied|97051|False
Female|Loyal Customer|34.0|Business travel|Business|3008|3|5|5|0|satisfied|97052|False
Male|Loyal Customer|50.0|Business travel|Business|1550|4|4|4|56|satisfied|97053|False
Male|Loyal Customer|52.0|Business travel|Business|2319|4|5|5|0|satisfied|97054|False
Female|Loyal Customer|61.0|Personal Travel|Eco|1025|2|5|1|0|neutral or dissatisfied|97055|False
Male|disloyal Customer|37.0|Business travel|Business|236|5|4|2|57|neutral or dissatisfied|97056|False
Male|Loyal Customer|26.0|Business travel|Business|2321|4|4|2|0|satisfied|97057|False
Female|disloyal Customer|27.0|Business travel|Business|479|1|3|2|38|neutral or dissatisfied|97058|False
Female|Loyal Customer|18.0|Personal Travel|Eco|134|2|4|3|0|neutral or dissatisfied|97059|False
Female|Loyal Customer|54.0|Business travel|Business|460|3|3|3|1|satisfied|97060|False
Male|disloyal Customer|26.0|Business travel|Business|1182|1|3|2|8|neutral or dissatisfied|97061|False
Male|Loyal Customer|53.0|Business travel|Business|580|2|1|1|24|neutral or dissatisfied|97062|False
Male|Loyal Customer|49.0|Business travel|Business|2762|5|5|5|0|satisfied|97063|False
Female|Loyal Customer|58.0|Personal Travel|Eco|449|3|4|2|0|neutral or dissatisfied|97064|False
Male|Loyal Customer|67.0|Personal Travel|Eco|967|3|4|4|265|neutral or dissatisfied|97065|False
Female|Loyal Customer|48.0|Business travel|Business|1605|3|4|4|55|satisfied|97066|False
Female|Loyal Customer|17.0|Business travel|Business|175|2|4|2|4|neutral or dissatisfied|97067|False
Female|Loyal Customer|27.0|Business travel|Business|2712|4|4|2|0|satisfied|97068|False
Male|Loyal Customer|10.0|Personal Travel|Eco|562|4|5|3|0|neutral or dissatisfied|97069|False
Female|Loyal Customer|21.0|Personal Travel|Eco|102|1|1|3|0|neutral or dissatisfied|97070|False
Female|Loyal Customer|44.0|Business travel|Business|1909|2|5|5|10|satisfied|97071|False
Male|Loyal Customer|23.0|Personal Travel|Eco Plus|1749|3|2|2|0|neutral or dissatisfied|97072|False
Female|disloyal Customer|20.0|Business travel|Eco|1299|3|4|3|151|neutral or dissatisfied|97073|False
Male|Loyal Customer|32.0|Personal Travel|Eco Plus|528|3|5|2|6|neutral or dissatisfied|97074|False
Male|Loyal Customer|40.0|Business travel|Business|1982|3|4|5|95|satisfied|97075|False
Male|Loyal Customer|55.0|Business travel|Business|989|2|2|2|2|neutral or dissatisfied|97076|False
Male|Loyal Customer|45.0|Business travel|Eco|564|3|4|5|0|satisfied|97077|False
Male|Loyal Customer|51.0|Business travel|Business|1482|5|5|5|3|satisfied|97078|False
Female|Loyal Customer|30.0|Business travel|Business|762|3|1|1|0|neutral or dissatisfied|97079|False
Female|Loyal Customer|59.0|Personal Travel|Eco|308|5|1|2|10|neutral or dissatisfied|97080|False
Male|disloyal Customer|37.0|Business travel|Business|369|4|5|5|4|neutral or dissatisfied|97081|False
Female|Loyal Customer|53.0|Business travel|Eco|143|2|2|2|3|neutral or dissatisfied|97082|False
Male|Loyal Customer|58.0|Business travel|Eco Plus|187|3|1|1|1|neutral or dissatisfied|97083|False
Male|Loyal Customer|50.0|Personal Travel|Eco|621|1|1|5|0|neutral or dissatisfied|97084|False
Male|Loyal Customer|9.0|Personal Travel|Eco|1258|2|5|3|0|neutral or dissatisfied|97085|False
Female|Loyal Customer|22.0|Personal Travel|Eco|2994|4|1|1|0|neutral or dissatisfied|97086|False
Male|Loyal Customer|58.0|Business travel|Business|2102|5|5|5|0|satisfied|97087|False
Male|Loyal Customer|47.0|Personal Travel|Eco|2350|4|3|5|0|neutral or dissatisfied|97088|False
Male|Loyal Customer|35.0|Business travel|Business|2812|3|2|2|0|neutral or dissatisfied|97089|False
Male|Loyal Customer|55.0|Personal Travel|Business|1158|4|4|2|0|neutral or dissatisfied|97090|False
Male|Loyal Customer|51.0|Business travel|Eco|628|2|1|5|10|neutral or dissatisfied|97091|False
Female|Loyal Customer|58.0|Business travel|Business|1399|5|3|3|9|neutral or dissatisfied|97092|False
Female|Loyal Customer|29.0|Business travel|Business|3612|4|5|3|2|satisfied|97093|False
Male|Loyal Customer|31.0|Business travel|Business|2399|4|5|4|0|satisfied|97094|False
Female|Loyal Customer|29.0|Business travel|Business|2759|4|3|2|15|satisfied|97095|False
Male|Loyal Customer|31.0|Business travel|Eco|438|4|4|4|0|satisfied|97096|False
Male|disloyal Customer|24.0|Business travel|Eco|250|3|2|4|0|neutral or dissatisfied|97097|False
Male|Loyal Customer|40.0|Business travel|Eco|645|4|4|4|0|neutral or dissatisfied|97098|False
Male|Loyal Customer|30.0|Business travel|Business|3710|4|5|2|46|satisfied|97099|False
Male|Loyal Customer|43.0|Business travel|Business|1680|3|2|2|0|neutral or dissatisfied|97100|False
Female|disloyal Customer|14.0|Personal Travel|Eco|325|3|3|1|0|neutral or dissatisfied|97101|False
Female|Loyal Customer|49.0|Business travel|Business|761|1|2|2|0|neutral or dissatisfied|97102|False
Male|Loyal Customer|27.0|Business travel|Business|862|5|5|3|0|satisfied|97103|False
Male|Loyal Customer|24.0|Business travel|Business|1504|5|4|5|40|satisfied|97104|False
Female|disloyal Customer|22.0|Business travel|Eco|173|2|5|2|24|satisfied|97105|False
Female|disloyal Customer|22.0|Business travel|Eco|1389|1|4|3|0|neutral or dissatisfied|97106|False
Female|Loyal Customer|36.0|Personal Travel|Eco|907|1|3|2|0|neutral or dissatisfied|97107|False
